"@timestamp",message
"February 6th 2019, 17:01:48.696","Feb 06, 2019 5:01:48 PM hudson.model.Run getArtifactsUpTo"
"February 6th 2019, 17:01:48.696","WARNING: null"
"February 6th 2019, 17:01:48.697","	at io.jenkins.plugins.artifact_manager_jclouds.JCloudsVirtualFile.run(JCloudsVirtualFile.java:328)"
"February 6th 2019, 17:01:48.707","	at org.kohsuke.stapler.Function.renderResponse(Function.java:164)"
"February 6th 2019, 17:01:48.710","	at org.kohsuke.stapler.Function.bindAndInvokeAndServeResponse(Function.java:147)"
"February 6th 2019, 17:01:48.714","	at org.kohsuke.stapler.IndexDispatcher.dispatch(IndexDispatcher.java:27)"
"February 6th 2019, 17:01:48.715","	at org.kohsuke.stapler.Stapler.tryInvoke(Stapler.java:739)"
"February 6th 2019, 17:01:48.715","	at org.kohsuke.stapler.Stapler.invoke(Stapler.java:870)"
"February 6th 2019, 17:01:48.716","	at org.kohsuke.stapler.Stapler.tryInvoke(Stapler.java:739)"
"February 6th 2019, 17:01:48.716","	at org.kohsuke.stapler.MetaClass$9.dispatch(MetaClass.java:458)"
"February 6th 2019, 17:01:48.717","	at org.kohsuke.stapler.Stapler.invoke(Stapler.java:870)"
"February 6th 2019, 17:01:48.717","	at org.kohsuke.stapler.MetaClass$2.doDispatch(MetaClass.java:221)"
"February 6th 2019, 17:01:48.717","	at org.kohsuke.stapler.NameBasedDispatcher.dispatch(NameBasedDispatcher.java:58)"
"February 6th 2019, 17:01:48.718","	at org.kohsuke.stapler.Stapler.invoke(Stapler.java:870)"
"February 6th 2019, 17:01:48.718","	at org.kohsuke.stapler.Stapler.tryInvoke(Stapler.java:739)"
"February 6th 2019, 17:01:48.719","	at org.kohsuke.stapler.MetaClass$9.dispatch(MetaClass.java:458)"
"February 6th 2019, 17:01:48.719","	at org.kohsuke.stapler.Stapler.tryInvoke(Stapler.java:739)"
"February 6th 2019, 17:01:48.720","	at org.kohsuke.stapler.NameBasedDispatcher.dispatch(NameBasedDispatcher.java:58)"
"February 6th 2019, 17:01:48.720","	at org.kohsuke.stapler.Stapler.invoke(Stapler.java:870)"
"February 6th 2019, 17:01:48.720","	at org.kohsuke.stapler.MetaClass$2.doDispatch(MetaClass.java:221)"
"February 6th 2019, 17:01:48.721","	at org.kohsuke.stapler.Stapler.invoke(Stapler.java:870)"
"February 6th 2019, 17:01:48.721","	at org.kohsuke.stapler.Stapler.tryInvoke(Stapler.java:739)"
"February 6th 2019, 17:01:48.722","	at org.kohsuke.stapler.Stapler.tryInvoke(Stapler.java:739)"
"February 6th 2019, 17:01:48.722","	at org.kohsuke.stapler.MetaClass$9.dispatch(MetaClass.java:458)"
"February 6th 2019, 17:01:48.723","	at org.kohsuke.stapler.MetaClass$9.dispatch(MetaClass.java:458)"
"February 6th 2019, 17:01:48.723","	at org.kohsuke.stapler.Stapler.invoke(Stapler.java:870)"
"February 6th 2019, 17:01:48.724","	at org.kohsuke.stapler.Stapler.invoke(Stapler.java:870)"
"February 6th 2019, 17:01:48.724","	at org.kohsuke.stapler.MetaClass$9.dispatch(MetaClass.java:458)"
"February 6th 2019, 17:01:48.724","	at org.kohsuke.stapler.Stapler.tryInvoke(Stapler.java:739)"
"February 6th 2019, 17:01:48.725","	at org.kohsuke.stapler.Stapler.invoke(Stapler.java:870)"
"February 6th 2019, 17:01:48.725","	at org.kohsuke.stapler.Stapler.tryInvoke(Stapler.java:739)"
"February 6th 2019, 17:01:48.726","	at org.kohsuke.stapler.Stapler.invoke(Stapler.java:870)"
"February 6th 2019, 17:01:48.726","	at org.kohsuke.stapler.Stapler.tryInvoke(Stapler.java:709)"
"February 6th 2019, 17:01:48.733","	at org.kohsuke.stapler.MetaClass$9.dispatch(MetaClass.java:458)"
"February 6th 2019, 17:01:48.736","	at org.kohsuke.stapler.Stapler.invoke(Stapler.java:870)"
"February 6th 2019, 17:01:48.736","	at org.kohsuke.stapler.Stapler.tryInvoke(Stapler.java:739)"
"February 6th 2019, 17:01:48.737","	at org.kohsuke.stapler.Stapler.service(Stapler.java:238)"
"February 6th 2019, 17:01:48.737","	at org.kohsuke.stapler.Stapler.invoke(Stapler.java:668)"
"February 6th 2019, 17:01:48.740","	at org.eclipse.jetty.servlet.ServletHolder.handle(ServletHolder.java:865)"
"February 6th 2019, 17:01:48.740","	at javax.servlet.http.HttpServlet.service(HttpServlet.java:790)"
"February 6th 2019, 17:01:48.740","	at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1655)"
"February 6th 2019, 17:01:48.741","	at org.jenkinsci.plugins.ssegateway.Endpoint$SSEListenChannelFilter.doFilter(Endpoint.java:243)"
"February 6th 2019, 17:01:48.741","	at hudson.util.PluginServletFilter$1.doFilter(PluginServletFilter.java:151)"
"February 6th 2019, 17:01:48.741","	at hudson.util.PluginServletFilter$1.doFilter(PluginServletFilter.java:154)"
"February 6th 2019, 17:01:48.742","	at hudson.util.PluginServletFilter$1.doFilter(PluginServletFilter.java:151)"
"February 6th 2019, 17:01:48.742","	at com.cloudbees.jenkins.support.impl.cloudbees.UnrestrictedApiCallsMonitor$ApiMonitorFilter.doFilter(UnrestrictedApiCallsMonitor.java:120)"
"February 6th 2019, 17:01:48.743","	at com.cloudbees.jenkins.support.slowrequest.SlowRequestFilter.doFilter(SlowRequestFilter.java:37)"
"February 6th 2019, 17:01:48.743","	at hudson.util.PluginServletFilter$1.doFilter(PluginServletFilter.java:151)"
"February 6th 2019, 17:01:48.743","	at io.jenkins.blueocean.auth.jwt.impl.JwtAuthenticationFilter.doFilter(JwtAuthenticationFilter.java:61)"
"February 6th 2019, 17:01:48.744","	at hudson.util.PluginServletFilter$1.doFilter(PluginServletFilter.java:151)"
"February 6th 2019, 17:01:48.744","	at com.cloudbees.opscenter.client.plugin.OfflineSecurityRealmFilter.doFilter(OfflineSecurityRealmFilter.java:70)"
"February 6th 2019, 17:01:48.744","	at com.cloudbees.opscenter.client.plugin.OfflineSecurityRealmFilter._doFilter(OfflineSecurityRealmFilter.java:95)"
"February 6th 2019, 17:01:48.745","	at hudson.util.PluginServletFilter$1.doFilter(PluginServletFilter.java:151)"
"February 6th 2019, 17:01:48.745","	at com.cloudbees.opscenter.security.ClusterSessionFilter._doFilter(ClusterSessionFilter.java:68)"
"February 6th 2019, 17:01:48.746","	at com.cloudbees.opscenter.security.ClusterSessionFilter.doFilter(ClusterSessionFilter.java:43)"
"February 6th 2019, 17:01:48.746","	at hudson.util.PluginServletFilter$1.doFilter(PluginServletFilter.java:151)"
"February 6th 2019, 17:01:48.746","	at io.jenkins.blueocean.ResourceCacheControl.doFilter(ResourceCacheControl.java:134)"
"February 6th 2019, 17:01:48.747","	at hudson.util.PluginServletFilter$1.doFilter(PluginServletFilter.java:151)"
"February 6th 2019, 17:01:48.747","	at org.jenkinsci.plugins.modernstatus.ModernStatusFilter.doFilter(ModernStatusFilter.java:52)"
"February 6th 2019, 17:01:48.747","	at hudson.util.PluginServletFilter$1.doFilter(PluginServletFilter.java:151)"
"February 6th 2019, 17:01:48.748","	at jenkins.telemetry.impl.UserLanguages$AcceptLanguageFilter.doFilter(UserLanguages.java:128)"
"February 6th 2019, 17:01:48.748","	at hudson.util.PluginServletFilter$1.doFilter(PluginServletFilter.java:151)"
"February 6th 2019, 17:01:48.748","	at jenkins.metrics.impl.MetricsFilter.doFilter(MetricsFilter.java:125)"
"February 6th 2019, 17:01:48.750","	at hudson.util.PluginServletFilter$1.doFilter(PluginServletFilter.java:151)"
"February 6th 2019, 17:01:48.753","	at hudson.util.PluginServletFilter.doFilter(PluginServletFilter.java:157)"
"February 6th 2019, 17:01:48.756","	at hudson.security.csrf.CrumbFilter.doFilter(CrumbFilter.java:105)"
"February 6th 2019, 17:01:48.756","	at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1642)"
"February 6th 2019, 17:01:48.757","	at hudson.security.UnwrapSecurityExceptionFilter.doFilter(UnwrapSecurityExceptionFilter.java:51)"
"February 6th 2019, 17:01:48.757","	at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1642)"
"February 6th 2019, 17:01:48.757","	at hudson.security.ChainedServletFilter$1.doFilter(ChainedServletFilter.java:84)"
"February 6th 2019, 17:01:48.759","	at hudson.security.ChainedServletFilter$1.doFilter(ChainedServletFilter.java:87)"
"February 6th 2019, 17:01:48.759","	at jenkins.security.ExceptionTranslationFilter.doFilter(ExceptionTranslationFilter.java:117)"
"February 6th 2019, 17:01:48.759","	at hudson.security.ChainedServletFilter$1.doFilter(ChainedServletFilter.java:87)"
"February 6th 2019, 17:01:48.760","	at org.acegisecurity.providers.anonymous.AnonymousProcessingFilter.doFilter(AnonymousProcessingFilter.java:125)"
"February 6th 2019, 17:01:48.760","	at hudson.security.ChainedServletFilter$1.doFilter(ChainedServletFilter.java:87)"
"February 6th 2019, 17:01:48.760","	at org.acegisecurity.ui.rememberme.RememberMeProcessingFilter.doFilter(RememberMeProcessingFilter.java:142)"
"February 6th 2019, 17:01:48.761","	at hudson.security.ChainedServletFilter$1.doFilter(ChainedServletFilter.java:87)"
"February 6th 2019, 17:01:48.761","	at org.acegisecurity.ui.AbstractProcessingFilter.doFilter(AbstractProcessingFilter.java:271)"
"February 6th 2019, 17:01:48.761","	at hudson.security.ChainedServletFilter$1.doFilter(ChainedServletFilter.java:87)"
"February 6th 2019, 17:01:48.762","	at org.acegisecurity.context.HttpSessionContextIntegrationFilter.doFilter(HttpSessionContextIntegrationFilter.java:249)"
"February 6th 2019, 17:01:48.762","	at hudson.security.ChainedServletFilter$1.doFilter(ChainedServletFilter.java:87)"
"February 6th 2019, 17:01:48.762","	at jenkins.security.BasicHeaderProcessor.doFilter(BasicHeaderProcessor.java:93)"
"February 6th 2019, 17:01:48.763","	at hudson.security.HttpSessionContextIntegrationFilter2.doFilter(HttpSessionContextIntegrationFilter2.java:67)"
"February 6th 2019, 17:01:48.763","	at hudson.security.ChainedServletFilter.doFilter(ChainedServletFilter.java:90)"
"February 6th 2019, 17:01:48.763","	at hudson.security.ChainedServletFilter$1.doFilter(ChainedServletFilter.java:87)"
"February 6th 2019, 17:01:48.764","	at hudson.security.HudsonFilter.doFilter(HudsonFilter.java:171)"
"February 6th 2019, 17:01:48.764","	at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1642)"
"February 6th 2019, 17:01:48.764","	at org.kohsuke.stapler.compression.CompressionFilter.doFilter(CompressionFilter.java:49)"
"February 6th 2019, 17:01:48.765","	at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1642)"
"February 6th 2019, 17:01:48.765","	at hudson.util.CharacterEncodingFilter.doFilter(CharacterEncodingFilter.java:82)"
"February 6th 2019, 17:01:48.765","	at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1642)"
"February 6th 2019, 17:01:48.766","	at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1642)"
"February 6th 2019, 17:01:48.766","	at org.kohsuke.stapler.DiagnosticThreadNameFilter.doFilter(DiagnosticThreadNameFilter.java:30)"
"February 6th 2019, 17:01:48.768","	at org.eclipse.jetty.servlet.ServletHandler.doHandle(ServletHandler.java:533)"
"February 6th 2019, 17:01:48.773","	at org.eclipse.jetty.security.SecurityHandler.handle(SecurityHandler.java:524)"
"February 6th 2019, 17:01:48.773","	at org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:146)"
"February 6th 2019, 17:01:48.774","	at org.eclipse.jetty.server.session.SessionHandler.doHandle(SessionHandler.java:1595)"
"February 6th 2019, 17:01:48.774","	at org.eclipse.jetty.server.handler.ScopedHandler.nextHandle(ScopedHandler.java:257)"
"February 6th 2019, 17:01:48.774","	at org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:132)"
"February 6th 2019, 17:01:48.776","	at org.eclipse.jetty.server.handler.ContextHandler.doHandle(ContextHandler.java:1340)"
"February 6th 2019, 17:01:48.776","	at org.eclipse.jetty.server.handler.ScopedHandler.nextScope(ScopedHandler.java:203)"
"February 6th 2019, 17:01:48.776","	at org.eclipse.jetty.server.handler.ScopedHandler.nextHandle(ScopedHandler.java:255)"
"February 6th 2019, 17:01:48.777","	at org.eclipse.jetty.servlet.ServletHandler.doScope(ServletHandler.java:473)"
"February 6th 2019, 17:01:48.777","	at org.eclipse.jetty.server.handler.ScopedHandler.nextScope(ScopedHandler.java:201)"
"February 6th 2019, 17:01:48.777","	at org.eclipse.jetty.server.session.SessionHandler.doScope(SessionHandler.java:1564)"
"February 6th 2019, 17:01:48.778","	at org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:144)"
"February 6th 2019, 17:01:48.778","	at org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:132)"
"February 6th 2019, 17:01:48.778","	at org.eclipse.jetty.server.handler.ContextHandler.doScope(ContextHandler.java:1242)"
"February 6th 2019, 17:01:48.779","	at org.eclipse.jetty.server.Server.handle(Server.java:503)"
"February 6th 2019, 17:01:48.779","	at org.eclipse.jetty.server.HttpChannel.handle(HttpChannel.java:364)"
"February 6th 2019, 17:01:48.779","	at org.eclipse.jetty.server.HttpConnection.onFillable(HttpConnection.java:260)"
"February 6th 2019, 17:01:48.780","	at org.eclipse.jetty.io.FillInterest.fillable(FillInterest.java:103)"
"February 6th 2019, 17:01:48.780","	at org.eclipse.jetty.io.AbstractConnection$ReadCallback.succeeded(AbstractConnection.java:305)"
"February 6th 2019, 17:01:48.780","	at org.eclipse.jetty.io.ChannelEndPoint$2.run(ChannelEndPoint.java:118)"
"February 6th 2019, 17:01:48.781","	at org.eclipse.jetty.util.thread.strategy.EatWhatYouKill.runTask(EatWhatYouKill.java:333)"
"February 6th 2019, 17:01:48.781","	at org.eclipse.jetty.util.thread.strategy.EatWhatYouKill.doProduce(EatWhatYouKill.java:310)"
"February 6th 2019, 17:01:48.781","	at org.eclipse.jetty.util.thread.strategy.EatWhatYouKill.tryProduce(EatWhatYouKill.java:168)"
"February 6th 2019, 17:01:48.782","	at org.eclipse.jetty.util.thread.ReservedThreadExecutor$ReservedThread.run(ReservedThreadExecutor.java:366)"
"February 6th 2019, 17:01:48.782","	at org.eclipse.jetty.util.thread.strategy.EatWhatYouKill.run(EatWhatYouKill.java:126)"
"February 6th 2019, 17:01:48.783","	at org.eclipse.jetty.util.thread.QueuedThreadPool.runJob(QueuedThreadPool.java:765)"
"February 6th 2019, 17:01:48.783","	at java.lang.Thread.run(Thread.java:748)"
"February 6th 2019, 17:01:48.783","	at org.eclipse.jetty.util.thread.QueuedThreadPool$2.run(QueuedThreadPool.java:683)"
"February 6th 2019, 17:01:48.784","Caused by: hudson.security.AccessDeniedException2: mat007 is missing the Overall/Administer permission"
"February 6th 2019, 17:01:48.784","	at hudson.security.ACL.checkPermission(ACL.java:73)"
"February 6th 2019, 17:01:48.788","	at hudson.security.AccessControlled.checkPermission(AccessControlled.java:47)"
"February 6th 2019, 17:01:48.791","	at io.jenkins.plugins.aws.global_configuration.CredentialsAwsGlobalConfiguration.getCredentials(CredentialsAwsGlobalConfiguration.java:115)"
"February 6th 2019, 17:01:48.791","	at io.jenkins.plugins.aws.global_configuration.CredentialsAwsGlobalConfiguration.hasCredentialsConfigured(CredentialsAwsGlobalConfiguration.java:132)"
"February 6th 2019, 17:01:48.792","	at io.jenkins.plugins.artifact_manager_jclouds.s3.S3BlobStore.getCredentialsSupplier(S3BlobStore.java:142)"
"February 6th 2019, 17:01:48.792","	at io.jenkins.plugins.aws.global_configuration.CredentialsAwsGlobalConfiguration.sessionCredentials(CredentialsAwsGlobalConfiguration.java:194)"
"February 6th 2019, 17:01:48.792","	at io.jenkins.plugins.artifact_manager_jclouds.s3.S3BlobStore.getContext(S3BlobStore.java:121)"
"February 6th 2019, 17:01:48.793","	at io.jenkins.plugins.artifact_manager_jclouds.JCloudsVirtualFile.listStorageMetadata(JCloudsVirtualFile.java:194)"
"February 6th 2019, 17:01:48.793","	at io.jenkins.plugins.artifact_manager_jclouds.JCloudsVirtualFile.getContext(JCloudsVirtualFile.java:100)"
"February 6th 2019, 17:01:48.795","	... 136 more"
"February 6th 2019, 17:01:48.795",
"February 6th 2019, 17:01:48.795","	at io.jenkins.plugins.artifact_manager_jclouds.JCloudsVirtualFile.run(JCloudsVirtualFile.java:317)"
